"distribution: [0,0,0,1,1,1,2,2,3,3,2,2]"
"words: 50"
"errors: 2144"
"haskell demerits lower: 2144"
"seeds: "
"Haskell lower 6009205448225366152, 1021635173161217263"
"Equal -926171305372101638, 2963100446456572811"
"Equal 4814129088711217101, -9211109088695160803"
"Equal 8050965964111127185, -1512465754438437925"
"Haskell lower -7114579727048794735, -7040779137044180842"
"Haskell lower -6165372452899863760, 601210081662765869"
"Equal 333197582077003104, -6652970929563598931"
"Haskell lower -4314640806360236031, 3798329825087465859"
"Equal -6422761634392544557, 6944676124074570435"
"Equal -5180594932107056989, -1802903780395205496"
"Equal 6641788483681101118, 6332788173111095366"
"Haskell lower 4131371400045037549, 2549941051763267496"
"Equal 2490681016329770791, -9155005831969713292"
"Equal -5299011277257590676, -5818097124714003178"
"Haskell lower -7752052456801530134, -8003337651681497529"
"Equal 1714703322986644849, 1590676665461633652"
"Equal 5301121159018775534, 2882984886948962829"
"Haskell lower -5305346782056775918, -5531018159068980821"
"Equal 8789786854319365436, 430121350071069705"
"Equal -2165263756920365469, -3129517568687304700"
"Equal 535159630200952991, -9194452912093619756"
"Equal -2752415776393008365, 5185824966073987949"
"Haskell lower -5340655123981457903, 2642016085943428771"
"Equal 2580960581323147721, 3138409793751142407"
"Equal -8907692489992650414, -3767960207296096108"
"Haskell lower 3382786118593641379, 1440103114712826695"
"Equal -8971384610080628757, 6572779416682634063"
"Haskell lower 7701644240520516758, -2725922888762230847"
"Equal -3233251933989761531, 2747348250405596430"
"Equal -1163268021880718804, 9107315066361185124"
"Equal -3654171854649783920, 5056565585584863702"
"Equal -3280424392658111910, -2996639539526143104"
"Equal -5178833936640465106, 4262058677825503128"
"Equal 4838072742556333920, -6286028015291481612"
"Equal -4808714875819864088, -3105400512790228192"
"Equal -8899822819565785304, 3003952055118415415"
"Haskell lower -2320062977268918456, 1011321734636569239"
"Equal 2041202600474524241, -1648200217368639153"
"Equal -2740959712028049061, 2711654955184203801"
"Equal 2951132656691792136, 1060120906659741608"
"Haskell lower 4364462728828642241, -1666940439105520132"
"Equal 2678967663396434585, -4350196405566929702"
"Equal 5985712885551953349, -2775862347037299568"
"Equal -8515444880364802146, 6550115254632422206"
"Equal 4466574828353915059, 5752323822907081761"
"Equal -811045618001459242, 4128228169619330212"
"Equal 256655614329151167, -7610124818470755016"
"Haskell lower -7728721352558353132, 3873455479870276931"
"Equal -1801350430086435889, -1106485441500323751"
"Equal 4290197422457249444, -3086854434647169869"
"Equal 1417371806233602473, -1499673209943885704"
"Haskell lower -3650207889681354907, 3517822185556739098"
"Equal -5194133382715424079, 7404122589123956115"
"Equal -5653829989646662532, -8583439169049030257"
"Equal 3498171231621423007, -4530798818317724014"
"Equal -6889037727762759000, 7212037475541916337"
"Equal 5439829580109049792, -3814113965603783540"
"Equal -8765865321812994100, -2418944960471819549"
"Haskell lower -233105985685321147, -141900697867045145"
"Haskell lower 5672118514465728517, 5557158666940708773"
"Equal 4518262666491254789, 8230050627475985809"
"Equal -7744412436020154063, 7159717604288276545"
"Equal 7126353376431589966, -2240463670401909025"
"Equal -7503834019663711730, -7016529494833593289"
"Equal 8395273045712559435, 7235864028214685478"
"Equal 4933459940681443143, -9054892601076073942"
"Equal -6846731882649933408, 555342461182090235"
"Equal -1988998200081544227, -3705028733815327660"
"Equal -7355917566847964996, 7485247144757994462"
"Equal 5346060101653637218, 4713885600272820851"
"Equal 1119761030042499118, 4682345881284480290"
"Haskell lower 136066720976400475, 6687302788360404666"
"Equal 7816321975637149996, 5915635055633883151"
"Haskell lower -2830794899662271187, -833744937280943095"
"Equal 6707092867581526508, 6353992156046426214"
"Equal 1182729263079628833, 6962120598742553195"
"Equal 6570448046862208753, -8246377779773177195"
"Equal 4404406581927280655, 7008674117270274660"
"Equal 739294181510476233, 1668748337566744008"
"Equal -1477501279141460687, 2951273045666467924"
"Equal -4881639012072509136, -1559922051494241365"
"Equal 3040462721977202327, -4811167748194642411"
"Equal 250663573219402401, -3106692825101902629"
"Equal 8091646469647660570, -3173886189896058526"
"Equal 7405344588112727099, 2361317092152867623"
"Equal 5412572889591906851, 8672575958705982319"
"Equal -3202351149091488370, -8483995608779474332"
"Equal -8539443327398424190, -5578877238454297207"
"Equal 2851392692009536740, 159583316165628808"
"Haskell lower -1049838370196193028, -7039499951807761574"
"Haskell lower 7597547792115644181, -7668235099363242399"
"Equal -7398362326503999793, -7810179344227527304"
"Equal -1070148295979222156, -7672719389904224897"
"Equal -5499835805377627654, -998542974295692147"
"Equal -5280248250792636663, -5273240091531218493"
"Equal 7013760930969285150, 3105639565933117131"
"Equal -1770861935563260270, -5135491968204446402"
"Haskell lower 4709469653181215703, 5008875418750600854"
"Equal -3004090387929169183, -4375766971424652036"
"Equal -7202630082775040711, -7347712866851866500"
"Equal -1453269044912168850, -6973436945745957615"
"Equal -8409085905190614039, 1319511697027141750"
"Haskell lower 8064130337744741600, -4513296408557649929"
"Equal -4674630282065578886, 4160488983753431706"
"Equal 7323781914221936859, -4132256129877196390"
"Equal -7231583001670249951, -6855215189861720894"
"Equal -1353413637242512983, -3300043704332412369"
"Equal -7028454640237743555, 4984201384625940340"
"Haskell lower 682149598126082979, 3521676821971225371"
"Equal 3319765509723647126, -8898663461440488316"
"Equal 5469872821929092033, -5435226801051981635"
"Equal -6776654245004098471, 4795344371374878866"
"Haskell lower 8679307969938297301, -7320275052477702011"
"Equal 1475596497097353860, 6532191644327031555"
"Equal -3786973680543833798, 7160138825027798928"
"Equal 8185937236740762370, -6341253616501990234"
"Equal 2092704847044216093, 8308732992382444351"
"Equal 8706540755828774380, -4737451998007587957"
"Equal -4061441866433755476, -797449678253525186"
"Equal 1716843689433193897, -6183829486610394228"
"Equal 2578329284370737607, -5888206345160780105"
"Equal 5517278935070430767, 8442845769281020634"
"Equal 7826225009271223993, -4456859503790210885"
"Equal -5148101474185517249, 8945813368137147789"
"Haskell lower -6596398866097306638, 4071721636908606747"
"Equal -2757876757656551142, -2897772001243747830"
"Haskell lower 5690865538504103162, 445953159579115834"
"Equal 272758848240465083, 6339679635701288610"
"Equal -4047315663957849592, 2970077053765213287"
"Equal 6725784560392359152, -9190753546739937436"
"Equal -1773160614607150676, 8077746802312455997"
"Equal -3281188013815301332, -5309648939657715014"
"Haskell lower -408966439433874619, -447418091830321877"
"Haskell lower -7406907075343909050, -6510269769597467749"
"Haskell lower 4840294674805490597, -2861304338028201050"
"Equal 443066653171376918, -4153463755809090959"
"Equal 5898204495876715830, 6773861735414047772"
"Equal -1575080969100985368, 7464925833666129036"
"Equal 7592393921717162848, -9143283045711892759"
"Equal -9017543308987352259, 8959598174376358298"
"Equal 279388251131413914, 4970303185451652560"
"Equal 2372164318197085453, -2515633039729665189"
"Haskell lower 7662413284566175472, -6175285046990519236"
"Haskell lower -1399355539427886741, 6935264481282404597"
"Equal 8043954650716900845, 6226436165590511110"
"Equal 3495899204264775322, 6195311233245599364"
"Equal -7162648577205803468, -2864866213908849820"
"Equal 2860286191881889269, 6268145536132952861"
"Haskell lower 7710498958429960254, 6593465515511135918"
"Haskell lower -1531320625328887368, 4903920750707701081"
"Equal -7092264494063873705, -749240706840291582"
"Equal -3187786944983478076, -8144889584883297939"
"Equal 7923156577550078883, -2356587266643817326"
"Equal -4867378577152358160, -4403847941183323054"
"Equal -1237407307927519848, -733634661317031245"
"Equal 638565553149173603, 2610169502290112762"
"Equal -8627522328475965230, -1332662470394291794"
"Equal 7133723173339715189, -3495047429358613071"
"Equal 1598220241034466375, -8362351599177782885"
"Equal 2723707626031272856, 240210266391666993"
"Haskell lower -6925275858621476180, -3118334965364139764"
"Equal -911256586807637519, 2786061721118230783"
"Equal 1937251011068467856, 6178708126874292065"
"Haskell lower -310316746866990401, 7038530891993026575"
"Equal -4935598580844702135, 1141404097652809499"
"Equal -7875913239768749280, 12801764311651479"
"Equal 6172718109263766410, 9162476823881896169"
"Equal -2382352516013438426, -2603514146961196982"
"Equal 2410467212791213931, 2930901242094550287"
"Equal 1301090924525726870, 7554529332877237606"
"Equal 1346310699407724895, -1465143919078543842"
"Equal 8193089200353516073, 7195397836937133605"
"Haskell lower -7197224505411432903, -4487106020354983717"
"Equal 7378345307541361375, -6037631847846325448"
"Equal 8049838412114684978, -6564003588261905223"
"Equal -1873721491286224709, 3965685241592822102"
"Equal -6923663937431053325, -1360064413932377577"
"Equal 8029883144469425684, 4333632335657368790"
"Equal -2080029274266861662, 3576463499401702876"
"Haskell lower 4811657443859353666, 7119975410744095422"
"Haskell lower 8702253923231922121, 5514090081591140167"
"Equal 4196625848567741743, 4556793392144710505"
"Haskell lower -4072201208693764269, -8253039393732976646"
"Equal -8949078041071107583, -2604043264489249105"
"Equal 7504269410944157233, 7943275977856130328"
"Equal -3786799195770491993, -9080273660968058577"
"Equal -7958903549473394151, -1983034624770709538"
"Equal 8436360272196526616, 7572008257480747739"
"Equal 9050201098177085424, -6587970896223735557"
"Equal 4062817928723105216, 5354500396846000556"
"Equal 6556352218399104778, -1615429683872914425"
"Equal -4150393277747044389, 5834179683011011143"
"Haskell lower 4532998480097684121, -753819289737993580"
"Equal -5466251890817708692, 1426809339067045406"
"Equal 2234617353790423101, -8498007116026584944"
"Equal -7835892566754392506, -4865013543027658643"
"Equal 5886875831472962868, -7203683036247669522"
"Equal -2737384273240543780, -1013624354400059101"
"Equal -1717749262025534559, -1486700041048424939"
"Equal -783831286654242595, -3765167248920636364"
"Equal 5195379198804704888, 914966403540357569"
"Haskell lower -4591289436792958234, 5441504297635499672"
"Equal 8289532143565825456, 5527737375645101627"
"Haskell lower 1360205093141172441, 1068036401033617521"
"Equal 3341554527397014278, -8308112342855120125"
"Equal 33323036074417431, 1313352803593460852"
"Equal 2594847169980570295, 7142978572897135258"
"Equal -474087517791000582, 4799817191381442750"
"Equal -4940489130824270553, 3337503225698511305"
"Equal 1428113286560994733, 4941579256807771365"
"Haskell lower 4991867095308400579, -4496614155751798422"
"Equal 6505652710901146322, 7652004396906653272"
"Haskell lower 6030745379511081084, 3414923648563304344"
"Equal -1623362897012401311, 3460301933690758100"
"Equal -3301699062642403097, -7628366551189824906"
"Haskell lower -5272644597761044043, 242245192999905608"
"Equal -502568230572555181, -6293995782754486511"
"Equal 8779951188661135429, 4995660924501070010"
"Haskell lower -13040578765832798, -8844273058285246166"
"Haskell lower 4207733339070012083, 3914558871584521019"
"Equal 649722287719045798, -1419797063427320735"
"Haskell lower -8649954711630788980, -3097511387849750131"
"Haskell lower 1806375256229498925, 513100026201528319"
"Equal 8069958446104736433, 9067033901935704306"
"Equal -2852132576285340497, 1597299207449054116"
"Equal -558903813763170390, 7738286023553215833"
"Haskell lower -5762654407995244163, 9078677730389033011"
"Equal 8778660733346614801, 4168731463523252711"
"Equal 7976452868757946130, 505262799751066315"
"Equal -2249138405886432224, 6213475694947734373"
"Haskell lower -3456184820236339634, -5578807632563421687"
"Equal 8747624859074107839, -7574162401572333548"
"Equal -602636993781197249, 3663723004954412977"
"Equal 5002790137545321211, 2327123970909403399"
"Equal 6924426131170803850, -348349193396199340"
"Equal 786903947317563507, -4194839272900376956"
"Equal -8494209559489480357, -7534126522732352853"
"Equal -3440638523826152495, -309553922924213373"
"Equal 7343115439717250405, -4357757713812011507"
"Equal -2083725227197931989, -1516051211663148069"
"Haskell lower 9194969010278087880, -6442050274725583174"
"Haskell lower -6532732272276617453, -101371631368624509"
"Equal 8604560681444192857, -2053310834645710064"
"Equal -4417751146522128331, 3522218195923413745"
"Equal 2700931461306914509, -368546904933251672"
"Haskell lower -3838061224019707549, -1367765378166080310"
"Equal 5308733089737263540, 4359862708560434345"
"Equal -4727891470778881798, -6412070131291609949"
"Equal -6986826728359063921, 2845984176915664897"
"Equal -1556618908594980670, 580588307550601928"
"Equal 6653054076311155581, -3122625526896562836"
"Equal 2694195601613571610, 5651508673368808145"
"Equal -1015450248108603863, -5846973686926195557"
"Equal -4950780028600683824, 2253920584867349473"
"Haskell lower -2914032212925982614, 3003117760595303843"
"Equal 7860201782075399543, -7311455917301438028"
"Equal -6389082518866452953, -2670612266604342256"
"Haskell lower -8853884474527836698, -1636919878838866109"
"Equal 7650212651417979336, 3345257214491994254"
"Equal 1177477991466806084, 1575427975448194071"
"Equal 1586411019423946853, -3227492451612065387"
"Equal -5643636973869679584, -5252229632586891304"
"Equal 8722087426378492375, -1811089000237645766"
"Equal -193996836558612357, -2740467409869544200"
"Equal 159353497583451828, 5206690046122914706"
"Equal -8081946318611975211, 3158207471917034970"
"Haskell lower -5527252521643427221, -5818123004757991158"
"Equal -588849210693143111, -2044826263328283206"
"Equal 4076662186114286333, 655417155559559775"
"Equal -2195586852040479341, 871923430206038300"
"Equal -5384141752425507275, -9009649826272422843"
"Equal 6227513631897981769, -5389893220841623028"
"Equal 6131534989597282679, 3188048493867556555"
"Equal 1101991370905579434, 8276548511561309957"
"Equal 3287859118909114402, -56935559954974064"
"Haskell lower -7916238468646310824, 3542731961084139837"
"Equal 6420697095079841338, 1005698472410214077"
"Equal -6597467124982543103, 7018260059607888469"
"Equal -3592073835148859152, 934387241542268144"
"Equal -7337273880766591492, -1601220584389219356"
"Haskell lower 1966408313623867996, 9175280611831336010"
"Equal 1014705392514411483, -3494382128792843349"
"Equal 7486909294384979224, 9108274835817096519"
